f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,core_loss
0.16432066,-0.64049006,-0.27089363,-0.23613009,-0.73438776,0.48509386,0.23838837,-0.08861394,-0.43045834,0.796544,0.11020735
-0.23583424,-0.30669728,0.10469003,1.6965867,-1.3403562,0.76985687,-1.8931712,0.21727316,1.5750828,0.48866853,-0.38732868
0.17062508,-0.5604495,0.0310472,-0.25206283,-0.7859766,-0.28987563,0.19838116,-0.76721704,-0.8062818,-1.3602434,-0.246342
0.39072502,0.54532325,0.23166044,0.9651705,0.08786764,0.39201093,0.30383742,-0.091540016,-0.5308218,2.2141526,0.19160202
-0.45195097,-0.6658777,0.43400982,0.25185442,-1.4047916,1.1226783,-0.094194576,-1.110931,1.1887841,0.62567556,-0.2716115
-1.264542,1.7771828,0.6587974,-0.010196116,1.5902188,0.15929778,-0.028083075,-0.66030014,0.5818504,0.47660297,-0.12379824
0.01468014,-0.7899864,0.12992986,-0.06979878,-1.3334743,-1.4718124,0.56515336,-2.6018884,0.20541053,-0.47808304,0.113340415
1.3082466,-0.4934682,0.6594842,-0.39691383,0.113748156,0.73683655,-0.4625557,0.9965549,-0.9936979,0.29459286,0.77887595
0.9226397,0.6600375,1.9164449,-0.7634393,-1.3791492,-0.9943351,0.6604426,0.49792293,0.10225666,-1.122957,0.62792486
0.7668673,-1.2247047,1.1589496,2.8574383,0.36645114,0.5831081,-0.49285978,-1.8102133,-0.60271937,-1.0928953,0.10360762
-1.4470046,1.7223599,0.27286252,0.37968758,-0.30902237,-0.17287108,0.9645507,-0.032337118,0.53069395,-0.1960043,-0.013607382
-0.3421529,-1.4069141,-1.9777491,-0.2615619,0.05649669,-1.2861301,-0.034474865,0.053752564,-2.156008,-0.91512465,0.27851564
0.4072639,0.38705873,-1.153675,0.15844806,1.0224072,0.77707297,-0.09528579,-0.4679763,-0.62934446,0.46781978,0.38237065
0.19510397,0.629404,0.13187382,0.818764,0.094592534,0.7846887,0.8708228,-0.8045266,-1.8081441,1.5434929,0.060355525
0.25665873,-1.7144859,-0.7138195,0.7718743,-0.27967682,-0.5120614,1.4008819,-1.0472871,-0.79815334,0.21138647,0.5641576
0.39045492,0.49634305,0.9112381,0.19857863,0.48938394,-0.25920925,0.062698305,0.10753418,0.21509814,0.7725398,0.20555612
0.5551457,0.044217,-0.80912596,0.06767126,-0.028017785,0.19318157,2.2065253,-0.5237728,0.422289,1.068462,0.253993
0.09800191,2.337845,-0.3780393,0.32408923,-0.7988058,-0.35152474,0.24893391,0.84630406,0.31909484,1.2591149,0.80157864
-0.09496531,-0.33216852,2.7039852,0.39423764,-0.7194815,-0.69426376,-0.94267994,0.93656933,-0.3643773,0.12736247,-0.17252734
-0.063508675,0.7314924,-0.8467441,-1.0755723,0.2242973,0.6009593,0.33253232,-0.8094537,0.67748487,-0.7438609,0.18832584
-0.5215386,-0.9439535,1.3011583,0.63342154,0.6049934,1.2472115,2.8126493,-1.7092261,-0.73837656,-0.61617506,0.10645525
-0.85081965,-1.0775832,-0.29965305,-1.2166038,0.33504236,0.05169832,0.48102868,0.50772846,0.60300684,-0.37340894,-0.029160267
2.1211433,0.23443112,-1.8624847,-1.0023757,-1.740503,0.017334629,-0.12180522,-0.4684257,2.010926,0.54898286,0.628737
0.72609836,-0.9310735,-0.9991449,0.0368055,0.17300715,-1.8563116,-0.18030702,0.014072083,-0.21514916,-0.81339043,0.3022251
-0.53953516,-0.1768592,0.090800025,0.6047916,1.0808562,-0.29434773,-0.4561562,0.4376557,0.6108449,-0.43420044,0.13482864
0.7903935,0.97958535,1.2916864,1.7783209,-0.86641616,0.01389821,0.011277697,-0.09807357,-0.6492629,-1.485562,0.18940939
0.09267945,-0.76835567,0.08599348,-0.79404354,-1.0996584,0.23429836,0.15092152,0.579282,2.1858637,0.27728954,0.5588587
0.48508176,-1.0775614,-1.2869074,1.5828295,-0.9234798,-1.0439441,-0.039098922,-0.090192415,-0.90250653,-0.3049732,0.29834455
1.2293757,-0.8059936,-1.3936725,0.94259363,0.4922969,-0.6205186,-1.582167,-0.74462336,-0.054704435,1.1656721,0.5188364
-1.036582,-0.08451988,0.6751447,-2.3812673,1.0337862,-1.1824505,0.3319955,0.24668315,1.0845864,0.55092436,-0.03462407
-2.3772905,-0.78477925,0.13820513,-0.19497989,0.47761074,0.78936654,0.6084517,-0.21427494,-1.846337,-0.45548126,-0.534645
0.41636816,-1.0904473,0.63127476,0.9083933,0.12686698,-3.0637798,-1.2780883,1.8861891,-0.5465378,-1.9841433,0.54479134
1.2352474,0.013355591,1.1049405,0.27695867,0.45855913,0.36300924,0.6974883,2.2774305,0.97100633,-1.5803393,0.2626705
0.4466615,1.1414808,1.2027009,-0.426605,1.1649444,0.9277424,2.5725174,-0.7500017,-0.5074006,-0.30611905,0.5747381
-0.49022216,-0.8900207,-2.7626755,-0.43469948,0.36935806,-0.49322185,1.9353812,0.013375813,1.2910291,0.2614204,0.044497874
0.8264073,0.27924156,1.3687847,0.05593935,0.49612072,0.36633295,-0.28828546,0.40498233,2.2343862,-0.27039695,0.3824649
0.4194649,1.257779,1.1402533,0.011716418,-2.3833888,0.51670283,-2.2194743,1.4699372,0.16947387,0.999674,0.09848583
-0.9021111,-1.5525075,0.26075438,-0.03360344,-0.49154082,0.08466128,2.7674358,0.8345255,1.0494986,0.8439369,0.2783716
1.4794621,-0.19007167,-2.0547614,-0.18858613,0.8117357,-0.9698004,-0.17636596,-0.6917697,1.5020293,0.749457,0.6354933
0.65154064,0.6216013,-0.037249252,0.19755629,-1.1851846,-2.186442,0.15008113,0.32399026,1.2092645,1.5713358,0.28483474
1.5699985,-0.99802357,-0.35226503,0.48033428,2.5319047,1.4800992,1.1193972,-0.38778797,-0.88319963,0.7889079,0.79457515
-1.1006613,-0.23843636,-0.11477795,1.5929121,-0.35469732,-2.4392498,0.50444466,-0.6990219,0.042631023,-0.0867047,-0.28720614
-0.273704,0.7903406,-1.5328649,-0.5170142,0.6840379,-0.6140848,-1.6088067,0.6685553,1.1230947,-0.044995207,-0.045275226
-1.9608456,0.70596975,-1.6598879,0.30879927,-0.8874638,-1.1598393,-0.44191003,-0.18329756,-0.64420825,0.5887033,-0.41049287
-0.4460694,0.9801909,0.28117317,-0.6975572,-0.86593986,-1.6474963,0.2907332,-0.35458755,-2.3721955,-0.53571486,-0.008718026
-0.90103406,1.5756776,-1.7027786,-1.4413508,1.1099696,1.3567631,-0.74498296,-0.6320858,0.6162354,-2.3270998,-0.21510664
-1.8611937,-0.2807334,1.5498905,-0.4357301,0.10093679,1.1337893,2.1068847,-0.57684845,-0.016836723,1.8220552,-0.63124496
-1.5221993,1.0275811,-1.0183156,0.102472365,-0.24261905,-0.9580116,-0.9831019,0.27641436,0.9955393,-0.1297362,-0.4127728
0.07011316,0.5711741,-0.9716188,0.7396925,0.8193431,2.6036263,-0.37610418,-0.4580818,0.7689659,0.8191042,0.21612681
-0.53508717,-0.4031627,0.54113084,-0.82758427,-0.410534,0.08959277,0.99593866,-0.60459864,-1.8423845,-1.9165975,-0.11593207
-1.2594131,-1.3131677,-0.15461075,-1.1888802,-0.702755,-0.7740859,-0.44050786,1.3225043,0.6619476,0.016129415,-0.14038008
-0.46102628,-0.43323267,0.32774648,0.5841691,-0.9076175,0.036480755,-2.0316195,0.21171379,0.7621492,-0.28006864,-0.09955914
1.816527,-0.88123846,0.21744041,-0.035824746,-0.10029767,-0.11432217,0.10710503,0.84795874,1.3777362,-0.0022502446,0.56311125
0.8153161,-0.70176697,0.76595545,-0.7619915,1.09066,2.210641,-0.12208389,-2.1925435,-0.54807293,1.2318752,0.6512136
0.5530768,0.2489136,1.0086683,0.48445344,1.2177252,0.9194237,1.5217005,0.3587961,0.90525943,-0.30712706,0.14708109
-0.6014608,1.7067677,0.21620467,0.80488056,0.12374002,-0.58651567,0.0109828925,1.435994,0.5552401,-1.7114731,0.18029122
-0.21524446,1.7822938,-0.21379687,-1.8004787,1.8930489,0.68239254,-0.07001286,-0.37141773,1.0823519,-0.5419834,0.54042906
1.1482564,0.54219526,0.24468192,0.1455148,-0.17496803,1.0456401,-0.86534286,-1.6219251,0.61444014,0.63123834,0.10078786
0.48024115,0.40772837,-0.32054037,0.7874827,-0.04555813,-0.48711357,-0.31189132,2.0206397,-1.734976,0.4997881,0.07339264
-1.6791104,-0.10823334,-0.4336275,-2.0850284,0.38903758,-0.38003805,-2.0992064,0.8395681,1.4350061,1.4901243,-0.4257758
0.35895643,0.046058137,1.3281566,1.6823835,1.1335686,-0.9415376,0.20134485,0.43951616,-1.8096169,0.46936065,-0.31937662
2.272992,0.63993615,1.4734131,0.18291473,-0.07321832,0.3812714,-0.81582665,-0.96377516,1.2663046,1.3723423,0.8803497
-0.99110633,0.9679988,-0.08695997,0.33980858,0.46021864,0.9943505,0.0827182,1.410162,0.30941284,0.62418425,0.09585775
-0.83326256,2.158659,0.4698249,0.71299744,-1.6081858,-0.82270205,1.2378837,0.28689113,-1.9137797,1.0382899,0.27966654
-0.54378283,1.411317,-0.08783568,0.20470668,1.1789546,-0.89749295,-0.9928468,-0.19649842,0.8271728,-1.3308773,0.24015519
-1.6680346,0.82372093,-0.6029783,-0.392226,-1.8568105,-0.67897934,-0.0075672967,0.93037784,-0.77123016,1.6573762,-0.34726077
-0.684556,-0.6830918,1.5373576,0.21146016,-0.5520247,-0.15513313,1.3530736,1.4662029,-0.8167932,-0.04243381,-0.26550323
0.09015683,-0.9862401,-0.055685055,0.0053228606,1.1402094,1.207425,-0.3292094,-0.21395314,0.6642923,-0.58518845,0.36015394
0.58864015,-0.08790649,-0.96939856,-0.9568367,1.4470587,-0.15642148,1.640354,-0.51363623,0.2912052,2.3926768,0.056676194
-1.0573868,-1.8978145,1.2865901,-0.8268091,-0.020706365,-0.5859182,0.2681628,-0.9505362,-0.17994009,0.44981533,0.25673974
-1.0083089,-0.70008403,-0.34738284,-1.4288155,-0.422561,0.11879654,-0.39954895,-0.2713765,-0.01990167,-0.6557435,-0.41963816
0.69106257,1.4359782,-0.46438038,0.48519823,-0.23961715,0.36548734,1.5657796,0.50865954,-1.7734145,0.45399565,0.5785717
1.2328638,-0.22159617,0.9956348,-0.6901155,-1.4855392,0.14116901,-1.7564768,-0.23977101,1.2868422,-1.9097629,0.5453536
-1.2794968,-1.0320323,-0.06331986,-0.3657168,1.3991364,0.9543483,0.49527293,0.14563031,0.39322978,-0.86198235,-0.18406129
0.85721034,-1.1120442,0.835377,1.1861424,0.2108646,-0.17621306,0.40030992,-2.8615184,0.30225822,-0.113354,0.1634277
-0.050628114,0.70653254,-0.07476892,-1.1402068,-0.14140268,0.06755549,0.11493391,0.16191937,1.039369,-1.0860345,-0.118311554
0.17570046,1.2899297,-1.7346115,0.17964669,-0.5853785,-0.37071037,-0.9048075,-0.16955072,1.8412557,-1.2644304,0.36338067
-1.16961,-1.3019346,1.7274183,-0.4623397,-0.02563906,-0.40278295,-0.9444229,-0.23515065,2.4582436,1.3920709,0.25857297
-0.8529378,0.6475741,-0.83152276,-1.7763677,1.0195109,1.1600928,1.0460522,-0.46986526,-0.16677573,0.7497656,-0.23065329
0.39149603,-0.39363748,-1.6190718,0.113875195,1.0790097,-1.1975883,0.6387594,0.3315417,0.75014824,0.8719755,0.1550446
-0.6944652,-1.6169595,-0.5335195,0.8891273,-0.5420039,-0.69404334,-1.8213503,1.7526475,0.82571363,0.769896,0.31910825
0.9677254,0.5767084,-0.24432886,-0.1637641,-0.42756435,2.6347408,0.555912,-0.46380043,0.46549678,-1.0108689,0.27890226
1.5045067,-0.6610691,0.50108546,1.0659776,0.38476855,0.094469994,0.010802085,-0.0564411,-0.5766985,-0.44948342,0.42598492
1.4795904,-0.10853663,-0.7857963,-0.5162976,1.1003706,0.6756066,0.5603292,-0.2575212,0.57336247,-0.6435611,0.31632337
-0.25961402,0.96980447,0.87427765,-0.9819099,-0.85552645,0.10870215,1.7261324,-1.9155651,0.27833295,-1.3760433,0.31753108
-0.634331,-0.36442843,-0.42050835,-0.53379595,0.00720706,-0.53525555,-1.4624574,0.7798696,0.75287217,0.84317434,-0.5733455
-1.5407345,0.29891816,0.67597884,-1.0312021,0.009173248,-0.116266645,1.8421507,1.924496,-1.6643564,2.493927,-0.2589729
-0.91522574,0.9806733,0.97049797,-0.9956902,0.4932678,-0.107533745,0.55433,0.2306723,1.1963395,0.07539954,-0.078576505
-0.16787407,1.0960642,0.58039594,0.7318134,-0.66458666,-1.0452628,-0.56772214,-0.62082136,0.7861993,0.97598404,-0.007413295
-0.1551303,1.430919,1.3684694,0.24339892,-0.8218918,1.5753766,-0.06101735,0.1261652,-0.33960503,-0.8897903,0.44003457
-1.4686394,0.63286835,-0.7834011,3.0595312,-1.0860736,-1.2573825,0.5101387,1.5293134,0.06458966,0.57224244,-0.30225283
-1.8435475,-0.6775116,-1.0736157,-1.8950459,0.11698023,-2.2428277,-1.322196,-0.5371938,-0.83128583,0.3964085,-0.7838275
0.3055802,0.89379877,0.7523837,1.1408128,-0.0019184,0.3034669,0.5115137,0.1416567,-0.3971943,-0.33244252,0.10601755
-0.8175584,0.42161682,-0.09401517,-0.66317374,-0.6622448,-1.2103987,0.97884136,0.07861767,-0.8628,0.80854774,-0.19587338
-0.5604488,-1.4065006,1.0212222,-0.537097,-0.4088991,0.041180022,1.1425892,0.020037292,-1.1991172,0.543877,0.096728146
-0.48498973,1.887924,-0.001119722,-2.2350354,0.35736498,1.9445978,1.5759203,1.8309543,-1.0197601,0.9121524,0.17068084
-0.7219945,0.2242894,-1.2729524,-0.6444558,-0.6762467,0.8985553,0.80071914,0.27681974,-1.3504214,-0.31163943,-0.45475572
-0.74611646,0.86967576,1.1781849,1.0563856,-0.7552194,-2.7395332,-1.7669619,1.4216269,-0.40125495,-0.7507246,-0.08040722
1.6426603,1.26516,0.024448723,-0.2934031,-0.13210121,0.2271628,1.6000472,0.4224674,0.72602904,1.1692702,0.73822135
-1.169676,0.7548619,-0.29456875,-2.5160952,-2.1281695,-1.0181177,0.53122324,0.113799565,0.1843667,1.9509435,-0.378292
-1.2690896,-0.027433354,0.30443552,-0.7362731,0.028326744,-1.5999494,1.4099063,-0.6816146,2.0314002,-0.032474324,-0.3959961
1.0280535,-0.05330287,-0.030743832,-0.5840293,0.11912393,0.3179987,-0.7842585,-0.12504442,-0.61009884,2.299664,0.21407826
-0.08973077,1.5452322,-0.19562232,0.25928766,-1.321364,-0.4470726,0.21053468,1.5860038,0.22198278,1.3837204,0.5218816
0.6407291,1.6274014,-0.05904222,2.3902228,-0.4853962,-0.76646185,-1.2100528,2.3310246,0.8194476,-0.33412072,0.55109787
1.2490227,0.68769217,1.9661275,-1.5478328,-0.26536012,-0.46252137,-1.9736826,1.0603272,-0.27039656,0.7396312,0.67019516
2.359772,-0.35324368,-0.42115298,0.11866417,0.98724735,-0.56671304,-0.6309616,1.0571892,0.3786393,-2.0447283,0.9454301
-1.2253917,1.5012358,0.40192828,-0.76219594,-0.17040966,0.013236673,0.7357334,-1.3582634,-0.8409491,0.27295575,-0.11580089
-0.09983458,0.5718592,-1.2295074,0.35712868,1.0915836,0.48681855,0.13911174,-0.0958836,-0.83485115,-0.07199859,0.028382383
1.2597059,-0.11902851,-0.889804,-0.49224707,0.2008503,-0.373514,0.48530328,0.5228438,0.8889832,1.4235594,0.3478161
0.9958587,-0.9342391,-0.9035345,-0.07577147,-0.45117536,-1.1383268,-0.4416918,-0.47451293,-0.67184776,-0.3157895,0.40031356
1.1784508,0.19923805,2.4718091,0.17050819,-0.29006577,0.0041328827,0.256492,0.43525395,2.0767114,-0.84532046,0.34178168
0.85904604,0.2077506,-1.5710977,0.7706988,1.2676235,-0.8571764,-0.008933868,-1.7253543,-1.2588065,1.0480295,0.7624038
-0.4664165,-1.108803,0.22946036,-0.5224124,-0.47082165,0.739326,-1.1617334,-0.9053652,0.15407999,0.96940976,0.08337511
1.2381603,-0.6650617,0.937377,-0.7841423,1.8262093,-1.1337711,1.3284788,-0.6564861,2.0132465,0.59132075,0.24590017
-1.0160165,-0.5222385,0.7811812,1.0526444,-0.07071559,0.04465828,0.75835305,0.13179843,-1.2935048,-0.81297404,-0.30071655
0.23511994,1.2154825,1.6159824,0.7795294,0.28729075,0.74881387,-0.66675085,-0.15323097,-0.8241307,-1.2487426,0.18622163
0.33354902,0.1855133,0.68765247,0.5461118,0.24264427,0.55661666,-0.042683095,0.4128914,-0.7261444,0.36970592,0.086323194
0.6684177,-0.66968143,0.0518321,-0.6236025,-0.5265067,-1.1249293,1.265775,1.0656852,0.53743386,1.972196,0.28159535
-0.1892457,3.0317624,-0.22752942,0.25519335,-0.39777792,0.37232557,0.8356149,-0.11391639,1.7767198,0.23914929,1.3035796
0.27048537,-0.9089977,0.41849908,-0.13402723,-0.6082397,-0.7764744,2.6717634,-0.26347724,-1.4569855,-0.69822145,0.17239237
-0.05156784,0.54666704,0.5547965,0.6766145,-0.6448603,0.34044045,-0.8760595,-0.619643,-0.917709,-1.1883888,0.05153165
1.0642095,0.6886117,0.9766654,0.039313067,0.7768077,-1.7612894,0.86308753,0.17711984,0.6271096,0.3800233,0.34407946
-0.9870552,-1.4980397,-0.7120542,0.56491727,0.69009143,-1.3679423,-0.98109937,-0.72323567,-0.35730505,-1.3620508,-0.026921302
-1.4220518,-0.8218353,0.08625384,-1.1805943,-0.11580351,1.0585529,-1.3017797,-0.20644575,1.0247568,-0.41826838,0.13265653
-0.5736697,1.1634958,-0.30620208,1.104495,0.4289654,-0.34284467,0.47969052,0.3204495,1.0208828,-0.54834557,-0.021153003
0.041206066,-0.06151568,0.7041481,-1.0251791,1.0169771,0.46632877,-1.316925,1.2082628,2.2340932,1.0018339,0.15098754
1.4269848,0.08537138,-1.6615049,-1.8441205,0.25508204,-0.5919788,-0.9145763,-0.06274668,0.61558527,-1.4527576,-0.08880776
-0.44887763,1.5098706,-1.0752884,0.86976117,-0.48473075,0.5457938,1.0973275,0.74128175,0.9091596,-1.1515936,0.29405126
1.1136597,-0.85269314,0.25954178,0.25824618,0.48512256,0.33695668,-0.84380996,-1.3498675,0.87234867,0.18583457,0.3207305
1.1493769,-0.044732936,-1.4051644,0.96612966,-0.3703706,0.34200346,-0.64745945,1.6443017,-0.8765648,-0.33742976,0.3959809
0.107448705,-1.0921823,0.33051953,1.6119105,-0.49046215,0.39514282,-2.7494354,-0.0389292,-0.31304228,-0.8184976,0.29012373
1.0814505,-0.32624367,-0.1774775,-0.37719288,-1.9168159,-1.1319865,0.9610935,-2.1099505,-0.76631534,-0.39972004,0.3086667
1.7436218,0.76860374,-0.5571705,1.3045137,-0.7405158,1.0090998,-1.3588773,1.0732578,-0.40613365,-1.0285043,0.7326185
-0.21714361,0.27734417,-0.49474844,0.5539535,-0.58299387,0.6203724,0.44222206,-0.060923055,-0.44138232,0.1515408,-0.32102877
0.55025375,2.061799,0.9394204,0.97598994,3.0885122,0.5159585,0.48464352,0.7040151,-1.008966,-0.44390163,1.1410018
-0.50616926,0.647614,-0.17417456,0.13822342,1.0874547,0.8631507,-0.161721,-0.66999507,1.1352748,0.7738912,-0.21094216
-1.6062568,-0.31315395,0.16551547,0.7788297,0.9101015,0.283906,0.5852475,0.0641368,-0.67385167,-0.26126438,-0.2052689
0.018991187,-0.03467925,-1.8855729,-0.39748335,0.056205653,-0.28136998,-0.2468238,0.48799136,-1.0789572,-1.6280422,0.08697124
-0.3481698,0.7641144,1.687553,0.7821282,-1.4682637,-0.23236723,0.25663438,0.17759112,0.53930455,-0.91704893,-0.13567188
0.06494309,0.42032284,0.82567096,-0.8057182,-0.34515688,-2.7038176,-0.621462,-0.5244149,-1.0195845,0.16561215,-0.032996133
-0.055945434,-2.259214,0.21550797,-0.9283241,0.48568895,-1.2818513,0.03000654,-0.28316334,0.3031019,0.124697275,0.8158525
-0.25516418,-1.5362723,-1.477208,-0.5838869,-0.008279884,-0.60824794,0.62521195,-0.2792209,-0.9650127,-0.2780963,0.12016617
0.22585984,0.3248847,1.8783791,-0.6689093,-0.07347866,0.42612395,-0.023422958,-0.50061816,-1.5492572,-0.5108346,0.20991902
-1.0737025,-1.7266067,-0.79567885,-1.0470917,0.58378655,0.60109186,-0.9038793,-0.26022863,-1.8582426,-0.49433994,0.033458523
0.3989819,0.8249379,-0.7130471,1.0518548,-1.5156919,-1.2476279,0.70966184,1.6711212,0.493432,-0.040342387,-0.08480101
-2.1951838,-2.022447,0.12940954,-0.35806265,-1.1058352,0.06553258,0.11513137,0.94441587,0.13660228,1.2283944,0.07259825
0.00799403,-0.115334995,1.0643122,-0.9784409,2.8144474,0.3752575,0.38082924,0.525096,1.8771365,0.7925074,0.2370865
-1.6050559,1.4034704,-0.34089658,0.10715507,-1.279254,0.526202,-0.6513743,0.10016964,-0.284099,1.9250128,-0.3190873
1.9822603,0.04651317,0.06397771,-0.37344298,1.1060063,-0.32891986,-0.42133728,0.9785929,-0.5382991,-0.037755035,0.56864303
-1.5813107,0.7041904,1.940867,0.7212254,1.4617991,-0.8461021,0.23632428,-0.94315994,-0.22776555,0.7722115,-0.413132
0.10182061,-1.412641,-1.3150291,-1.381164,0.4914526,2.0638945,1.3624582,-1.8959852,1.4210759,0.9364004,0.038761497
-1.5452999,-0.30320162,1.0955224,0.5504335,-1.309095,0.61074215,-2.1375005,-0.22282217,1.1379567,0.018394215,-0.9138326
-0.49893755,0.88934624,0.97475183,1.3100396,0.87434244,1.0813748,0.73290855,0.26552865,0.089509,-0.23725972,-0.053950515
-1.2123682,-0.95531154,-0.2820145,0.24145216,1.4408126,-0.04179723,1.0034763,1.0793157,-0.2314468,0.5946902,-0.070102096
-0.24352804,1.3221359,0.63584334,-1.1904838,0.16152465,1.6481122,-0.18123104,0.44771504,0.5458788,-1.0366229,0.24297568
0.510708,-1.3938352,-0.6256241,1.0757229,0.3567563,-0.3044778,0.44646102,-0.060092248,0.012578502,0.6568185,0.35758114
-0.72736776,0.040336404,-0.3122682,-1.5856034,-0.92045575,1.5682064,0.3847233,-1.3235883,-1.5403544,-0.1121639,-0.3001621
1.5611866,-0.18675813,1.3069996,0.35193077,0.47125044,-1.3357205,0.93752295,-0.33493203,0.8630925,-0.81417,0.23147309
0.17704935,0.35200295,-0.15403332,0.4045452,-0.2663971,-0.6490598,1.6054834,1.0489528,-0.76086473,0.5684443,-0.08947238
-0.7426789,-1.1846846,1.0338094,-1.7040997,0.9268559,-0.25272232,-0.2115466,0.4097512,0.5811988,-0.8263432,0.097627506
0.71772563,0.11337054,-1.2560548,-0.16987449,1.381279,1.6765949,0.71734846,-1.1903435,0.4906069,0.8508609,0.39156327
0.725708,0.7849543,0.36326307,-0.07241234,-0.6083675,-1.8979355,0.33964178,0.18605284,0.5575758,-1.3375437,0.2279559
0.6450167,2.0545452,0.07845013,-0.06166532,0.30900237,2.032337,-1.0236478,0.20320693,-0.7996574,-0.5470047,0.7754322
-0.04959031,1.3473233,1.8009906,0.44814214,-0.37659472,2.492739,-0.4275545,-0.57113594,-1.774943,1.3960916,0.4510791
0.96824557,2.4178054,-1.3895234,1.4581708,0.07013552,0.8061002,-1.6477772,1.4680818,0.7865167,-0.038910035,1.4263335
0.6451127,-0.7654953,-0.57944006,-0.46344462,-1.8527279,0.8617585,1.1915936,-0.70134413,0.348203,-0.26554048,0.21279022
0.32827395,-0.62757725,-0.8834252,1.0520749,-0.06387059,2.022109,0.046309967,-0.926078,1.2269409,0.6308002,0.19185448
0.72687286,1.1906006,-0.65279627,-0.12725331,-0.17144983,-1.2907466,-0.26359016,1.3363794,0.23733811,-1.3460613,0.32435608
-1.5558394,1.6647761,-0.09031901,-0.6474102,-0.27399176,-1.4773078,1.4230951,-0.39305294,1.3674015,0.051651716,-0.3985378
1.4295319,0.2566945,0.8532327,0.719093,0.6232911,0.34793448,-0.23285072,1.9154347,-0.906937,0.004307642,0.5538637
0.014885875,0.40244076,-0.42947266,0.31474632,-0.16884258,-1.5819526,0.009552286,-1.1005653,-1.7343857,0.13687332,0.10108137
0.48788333,0.52669805,0.5671707,-1.932589,-1.3610169,1.9735215,-1.0472088,0.61084104,-0.68693763,0.07967274,0.20266165
-0.63325423,0.56154114,0.13677412,-0.44828978,-1.0501721,0.2677742,-1.2127188,0.42748106,2.6264849,1.35017,-0.20963818
0.7183479,-0.0856073,-1.9387527,-1.3222864,1.2827928,-0.78975606,-0.69925207,-0.16565047,-1.0620463,-1.2267687,0.13480632
-0.050474074,-0.89152944,-0.7410186,-0.78119105,0.5223602,-0.23212568,-0.17857197,0.5969459,-0.14203961,-0.27825376,-0.16089472
0.47045034,0.6681979,-0.14707349,0.08060778,-0.78179026,-0.860683,0.7691475,0.44494206,0.45529842,0.28085434,0.08172217
0.046203274,0.6964119,0.9351088,0.911228,-0.10077792,1.3869927,0.22846068,0.6323762,0.2820879,0.24700671,-0.17408463
-0.735752,0.70135087,2.8452945,-0.37479508,0.07099471,-0.44620526,-0.4880199,1.5444494,-0.672971,-0.47408047,0.22897471
-1.5874928,-0.75761175,-1.7083999,0.6318047,2.7996972,-0.3666788,-1.666758,0.8999997,-0.72692496,1.2993469,-0.010880825
-0.28202906,-0.6318157,-0.17795755,0.75777674,-0.22742063,-0.4967247,-0.1988316,-1.2718552,0.3970316,-1.7867266,-0.35301977
-0.44412145,0.7593852,0.30304828,0.5903206,-0.06504567,1.1697462,0.9246992,0.446141,0.9275458,0.75042355,-0.29494265
-0.43946353,-1.3438989,0.42036211,0.54608923,1.090472,-0.93632126,-0.9064311,0.45990026,-0.07116699,-1.8857616,0.1507868
0.37510815,-1.852423,-0.94525653,1.3516814,1.824879,-1.2156564,-0.32939154,0.04262252,1.7812269,-0.49286896,0.7753996
-0.47688404,1.5487256,-0.37478915,0.7222017,-1.4771429,-0.17123275,-1.6595968,-1.0554338,0.83920133,-0.04990539,-0.028729705
-0.31910574,-0.7487496,-0.22065607,0.30111316,0.98291624,-2.6251466,-0.8317612,0.15909624,-0.09886312,0.40337625,0.33586657
0.26754028,-0.30486786,-0.5268532,-0.24550149,1.1487423,-0.7320079,-0.062806726,0.18334222,1.5603509,-0.30030826,0.18558753
0.95880663,1.2319794,-0.06375427,-0.21071897,-0.32905367,-0.25582314,0.8542399,0.23100998,0.23528971,-1.1252235,0.5687343
-0.9674901,2.143447,-0.17782572,-0.774772,1.4310992,0.28180856,0.5781549,-0.13804707,-0.3186731,-0.16958638,0.352883
-1.3827381,-0.08792741,0.29603308,1.8504633,0.085999064,-2.334177,-0.09398543,2.739504,0.8663662,-0.81088895,-0.3558005
0.59110653,-0.74201345,-1.3538076,-0.34836936,0.09152644,-1.8721555,-1.1491593,0.010335563,-0.40817317,0.39481127,0.16026849
-1.2146683,0.7141138,-1.1837591,1.6427343,-1.7157583,-1.0925542,0.4173708,1.6642332,0.31504303,0.5628579,-0.22173595
0.017536901,-1.0263984,-0.49013835,-1.2119098,-1.27871,0.40174893,-1.123178,0.319554,-1.3018228,0.29638302,0.13159958
-0.48868257,1.4066155,0.3237189,1.2357829,-0.7556467,0.05614334,-0.98108715,-0.41360524,-0.2621042,-0.7258582,-0.17195629
-1.2155029,-1.4135174,-2.3397481,-1.0563464,0.6274939,-1.5984986,-1.3681228,1.7908986,-0.63649607,0.321046,-0.04117577
0.6423172,0.66252613,-1.5223142,-0.23105969,-1.6182272,2.446318,-1.5948752,-1.0478402,-1.0406009,-1.4966605,0.16980875
1.3525939,2.422448,-0.4757491,-1.3204231,-2.2369256,-0.24410872,-0.31636542,-0.65129614,0.22137526,0.39517313,1.3034927
0.32308325,-0.3161249,-1.1016219,0.6658331,0.01251376,0.8883575,0.79007554,-1.4217621,-1.4342222,-0.7555407,0.024577577
